satellite_name,cospar_id,norad_id,object_type,status_code,owner_code,launch_date,launch_site,decay_date,period_min,inclination_deg,apogee_km,perigee_km,radar_cross_section,data_status_code,orbit_center,orbit_type,age_years,avg_altitude_km,orbit_class
USA 371,2024-096T,59831,PAY,+,US,2024-05-22,AFWTR,,96.21,70.0,579.0,575.0,,NEA,EA,ORB,1.8836413415468858,577.0,LEO
USA 372,2024-096U,59832,PAY,+,US,2024-05-22,AFWTR,,96.21,70.01,579.0,575.0,,NEA,EA,ORB,1.8836413415468858,577.0,LEO
USA 373,2024-096V,59833,PAY,+,US,2024-05-22,AFWTR,,96.21,70.0,579.0,575.0,,NEA,EA,ORB,1.8836413415468858,577.0,LEO
USA 374,2024-096W,59834,PAY,+,US,2024-05-22,AFWTR,,96.21,70.0,579.0,575.0,,NEA,EA,ORB,1.8836413415468858,577.0,LEO
STARLINK-31947,2024-097A,59835,PAY,+,US,2024-05-23,AFETR,,94.27,43.01,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31929,2024-097B,59836,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31927,2024-097C,59837,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31855,2024-097D,59838,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31887,2024-097E,59839,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31852,2024-097G,59841,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,483.0,,,EA,ORB,1.8809034907597535,483.5,LEO
STARLINK-31906,2024-097H,59842,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31857,2024-097J,59843,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,483.0,,,EA,ORB,1.8809034907597535,483.5,LEO
STARLINK-31851,2024-097K,59844,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31903,2024-097L,59845,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31922,2024-097M,59846,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,483.0,,,EA,ORB,1.8809034907597535,483.5,LEO
STARLINK-31889,2024-097N,59847,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31859,2024-097P,59848,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,483.0,,,EA,ORB,1.8809034907597535,483.5,LEO
STARLINK-31895,2024-097Q,59849,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31899,2024-097R,59850,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31896,2024-097S,59851,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31892,2024-097U,59853,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31891,2024-097V,59854,PAY,+,US,2024-05-23,AFETR,,94.27,43.01,485.0,481.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31882,2024-097W,59855,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31691,2024-097X,59856,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31569,2024-097Y,59857,PAY,+,US,2024-05-23,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8809034907597535,483.0,LEO
STARLINK-31654,2024-098A,59858,PAY,+,US,2024-05-24,AFETR,,94.27,43.01,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31442,2024-098B,59859,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,483.0,,,EA,ORB,1.8781656399726214,483.5,LEO
STARLINK-31651,2024-098C,59860,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31584,2024-098E,59862,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31950,2024-098F,59863,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31931,2024-098G,59864,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31938,2024-098H,59865,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,483.0,,,EA,ORB,1.8781656399726214,483.5,LEO
STARLINK-31941,2024-098J,59866,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,483.0,483.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31952,2024-098K,59867,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31921,2024-098L,59868,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,485.0,482.0,,,EA,ORB,1.8781656399726214,483.5,LEO
STARLINK-31760,2024-098M,59869,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,483.0,482.0,,,EA,ORB,1.8781656399726214,482.5,LEO
STARLINK-31945,2024-098N,59870,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31937,2024-098P,59871,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31940,2024-098R,59873,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31933,2024-098S,59874,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31936,2024-098T,59875,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31935,2024-098U,59876,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31934,2024-098V,59877,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31943,2024-098W,59878,PAY,+,US,2024-05-24,AFETR,,93.86,43.0,467.0,460.0,,,EA,ORB,1.8781656399726214,463.5,LEO
STARLINK-31926,2024-098X,59879,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
STARLINK-31919,2024-098Y,59880,PAY,+,US,2024-05-24,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8781656399726214,483.0,LEO
PREFIRE-2,2024-099A,59881,PAY,+,US,2024-05-25,RLLB,,94.7,97.42,514.0,495.0,,,EA,ORB,1.8754277891854894,504.5,LEO
STARLINK-31974,2024-100A,59885,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31975,2024-100B,59886,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31976,2024-100C,59887,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,483.0,483.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31965,2024-100D,59888,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31969,2024-100E,59889,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31951,2024-100F,59890,PAY,+,US,2024-05-28,AFETR,,94.27,43.01,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31949,2024-100G,59891,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31977,2024-100H,59892,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31963,2024-100J,59893,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31961,2024-100K,59894,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31964,2024-100L,59895,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,483.0,483.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31905,2024-100M,59896,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31928,2024-100N,59897,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31953,2024-100P,59898,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31942,2024-100Q,59899,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31676,2024-100R,59900,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31908,2024-100S,59901,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31914,2024-100T,59902,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,483.0,,,EA,ORB,1.8672142368240932,483.5,LEO
STARLINK-31850,2024-100U,59903,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31924,2024-100V,59904,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,483.0,,,EA,ORB,1.8672142368240932,483.5,LEO
STARLINK-31898,2024-100W,59905,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31861,2024-100X,59906,PAY,+,US,2024-05-28,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8672142368240932,483.0,LEO
STARLINK-31920,2024-100Y,59907,PAY,P,US,2024-05-28,AFETR,,93.44,43.0,453.0,433.0,,,EA,ORB,1.8672142368240932,443.0,LEO
EARTHCARE,2024-101A,59908,PAY,+,ESA,2024-05-28,AFWTR,,92.49,97.04,398.0,395.0,,,EA,ORB,1.8672142368240932,396.5,LEO
TIANQI-25,2024-102A,59909,PAY,+,PRC,2024-05-29,YSLA,,102.92,44.98,905.0,888.0,,,EA,ORB,1.864476386036961,896.5,LEO
TIANQI-26,2024-102B,59910,PAY,+,PRC,2024-05-29,YSLA,,102.92,44.97,904.0,889.0,,,EA,ORB,1.864476386036961,896.5,LEO
TIANQI-27,2024-102C,59911,PAY,+,PRC,2024-05-29,YSLA,,102.92,44.98,902.0,892.0,,,EA,ORB,1.864476386036961,897.0,LEO
TIANQI-28,2024-102D,59912,PAY,+,PRC,2024-05-29,YSLA,,102.92,44.98,905.0,888.0,,,EA,ORB,1.864476386036961,896.5,LEO
PAKSAT-MM1,2024-104A,59915,PAY,+,PAKI,2024-05-30,XICLF,,1436.07,0.02,35796.0,35776.0,,,EA,ORB,1.8617385352498288,35786.0,GEO
OBJECT A,2024-105A,59917,PAY,+,PRC,2024-05-30,JSC,,94.94,97.59,526.0,505.0,,,EA,ORB,1.8617385352498288,515.5,LEO
OBJECT B,2024-105B,59918,PAY,+,PRC,2024-05-30,JSC,,94.86,97.59,521.0,502.0,,,EA,ORB,1.8617385352498288,511.5,LEO
OBJECT C,2024-105C,59919,PAY,+,PRC,2024-05-30,JSC,,94.76,97.58,517.0,497.0,,,EA,ORB,1.8617385352498288,507.0,LEO
OBJECT D,2024-105D,59920,PAY,+,PRC,2024-05-30,JSC,,94.62,97.59,510.0,491.0,,,EA,ORB,1.8617385352498288,500.5,LEO
OBJECT E,2024-105E,59921,PAY,+,PRC,2024-05-30,JSC,,94.78,97.58,517.0,498.0,,,EA,ORB,1.8617385352498288,507.5,LEO
STARLINK-31872,2024-106A,59922,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31972,2024-106B,59923,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31958,2024-106C,59924,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31959,2024-106D,59925,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31957,2024-106E,59926,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31968,2024-106F,59927,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,483.0,483.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31970,2024-106G,59928,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,485.0,482.0,,,EA,ORB,1.8562628336755647,483.5,LEO
STARLINK-31932,2024-106H,59929,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31956,2024-106J,59930,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31960,2024-106K,59931,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31432,2024-106L,59932,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31853,2024-106M,59933,PAY,+,US,2024-06-01,AFETR,,94.27,43.01,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31971,2024-106N,59934,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31962,2024-106Q,59936,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31879,2024-106R,59937,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31876,2024-106S,59938,PAY,+,US,2024-06-01,AFETR,,94.27,43.01,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31955,2024-106T,59939,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,483.0,483.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31946,2024-106U,59940,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31948,2024-106V,59941,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31900,2024-106W,59942,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31973,2024-106X,59943,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-31966,2024-106Y,59944,PAY,+,US,2024-06-01,AFETR,,94.27,43.0,484.0,482.0,,,EA,ORB,1.8562628336755647,483.0,LEO
STARLINK-11145 [DTC],2024-107A,59945,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,360.0,359.0,,,EA,ORB,1.8453114305270362,359.5,LEO
STARLINK-11113 [DTC],2024-107C,59947,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,361.0,359.0,,,EA,ORB,1.8453114305270362,360.0,LEO
STARLINK-11123 [DTC],2024-107D,59948,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,360.0,359.0,,,EA,ORB,1.8453114305270362,359.5,LEO
STARLINK-11138 [DTC],2024-107E,59949,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,361.0,359.0,,,EA,ORB,1.8453114305270362,360.0,LEO
STARLINK-11130 [DTC],2024-107F,59950,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,360.0,359.0,,,EA,ORB,1.8453114305270362,359.5,LEO
STARLINK-11124 [DTC],2024-107H,59952,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,360.0,359.0,,,EA,ORB,1.8453114305270362,359.5,LEO
STARLINK-11133 [DTC],2024-107K,59954,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,360.0,359.0,,,EA,ORB,1.8453114305270362,359.5,LEO
STARLINK-11144 [DTC],2024-107L,59955,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,360.0,359.0,,,EA,ORB,1.8453114305270362,359.5,LEO
STARLINK-11134 [DTC],2024-107M,59956,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,360.0,359.0,,,EA,ORB,1.8453114305270362,359.5,LEO
STARLINK-11142 [DTC],2024-107N,59957,PAY,+,US,2024-06-05,AFETR,,91.74,53.16,360.0,359.0,,,EA,ORB,1.8453114305270362,359.5,LEO
STARLINK-31995,2024-107P,59958,PAY,+,US,2024-06-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.8453114305270362,475.0,LEO
STARLINK-31989,2024-107Q,59959,PAY,+,US,2024-06-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.8453114305270362,475.0,LEO
STARLINK-31856,2024-107R,59960,PAY,+,US,2024-06-05,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.8453114305270362,475.5,LEO
STARLINK-31993,2024-107S,59961,PAY,+,US,2024-06-05,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.8453114305270362,475.5,LEO
STARLINK-31980,2024-107T,59962,PAY,+,US,2024-06-05,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.8453114305270362,475.5,LEO
STARLINK-31991,2024-107U,59963,PAY,+,US,2024-06-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.8453114305270362,475.0,LEO
STARLINK-31979,2024-107V,59964,PAY,+,US,2024-06-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.8453114305270362,475.0,LEO
PREFIRE-1,2024-108A,59965,PAY,+,US,2024-06-05,RLLB,,94.55,97.52,506.0,488.0,,,EA,ORB,1.8453114305270362,497.0,LEO
OBJECT A,2024-110A,60012,PAY,+,PRC,2024-06-06,JSC,,95.21,97.57,536.0,522.0,,,EA,ORB,1.842573579739904,529.0,LEO
OBJECT B,2024-110B,60013,PAY,+,PRC,2024-06-06,JSC,,94.64,97.57,510.0,493.0,,,EA,ORB,1.842573579739904,501.5,LEO
OBJECT C,2024-110C,60014,PAY,+,PRC,2024-06-06,JSC,,96.12,97.55,582.0,564.0,,,EA,ORB,1.842573579739904,573.0,LEO
STARLINK-31978,2024-111A,60016,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.83709787816564,475.5,LEO
STARLINK-31987,2024-111B,60017,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.83709787816564,475.0,LEO
STARLINK-31984,2024-111C,60018,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.83709787816564,475.5,LEO
STARLINK-31986,2024-111D,60019,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.83709787816564,475.0,LEO
STARLINK-31883,2024-111E,60020,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.83709787816564,475.5,LEO
STARLINK-31967,2024-111F,60021,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.83709787816564,475.0,LEO
STARLINK-31982,2024-111G,60022,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.83709787816564,475.5,LEO
STARLINK-31992,2024-111H,60023,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.83709787816564,475.5,LEO
STARLINK-31990,2024-111J,60024,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.83709787816564,475.0,LEO
STARLINK-31939,2024-111L,60026,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.83709787816564,475.5,LEO
STARLINK-32012,2024-111M,60027,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.83709787816564,475.0,LEO
STARLINK-32008,2024-111N,60028,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,1.83709787816564,475.0,LEO
STARLINK-32006,2024-111P,60029,PAY,+,US,2024-06-08,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,1.83709787816564,475.5,LEO
